fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Feb,02,ANDHRA PRADESH,0211,Y.S.R,7201919,260.216015749698,47,2236,9182.883920844,11954,1,34363,6984895,1476716,79742,98502,5407,1981.64531,29340.3447041439,146411,232177,192242,357020,7274,242924,445428,46317,18175.8154732999,4485922,44,30.33,43.94,99.99,NA
2024-2025,Feb,02,ANDHRA PRADESH,0217,ELURU,11221072,250.837798635669,44,3397,6223.447285297,10415,3,37891,11243014,3779357,206263,1245972,53573,955.50054,35380.6766431971,251803,408257,320519,593336,12942,376473,678225,48306,28201.7288179001,6595847,49,36.87,37.34,99.99,NA
2024-2025,Feb,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,6227378,258.567125760933,51,3525,11237.511527686,14009,0,35480,8836798,1320073,65979,547889,25669,1016.92231,35103.4884355856,170975,295147,225304,425629,14702,281851,521363,49489,22849.0545978997,4781236,62,31.95,35.47,99.97,NA
2024-2025,Feb,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,11029083,249.887604710238,67,4069,11636.884394818,13147,1,38206,11925059,1400543,45251,5043864,136856,947.46227,42383.5909602007,177634,304805,193535,372950,32623,213250,402289,51353,29799.2442953827,6975381,74,35.09,40.64,100,NA
2024-2025,Feb,02,ANDHRA PRADESH,0226,KAKINADA,5624162,250.395642839034,42,3316,3784.606828673,11441,0,26926,6853683,1929395,94648,192467,8745,754.30357,21700.2340046726,161502,228858,210286,356937,6403,291355,476063,38367,17161.3236059996,3398628,51,43.2,25.65,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13885322,230.848173695741,45,7275,5487.25508547,8279,1,36495,13851290,1539593,74684,388437,18071,1246.65535,38709.3604337708,302844,451412,351331,642568,5699,387137,692516,44774,31975.4499983008,9442955,49,5.21,89.4,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1156740,291.058252567677,45,215,429.26413538,1402,0,4946,1193185,93058,4343,11631,495,248.06901,4150.19655627963,26257,36139,31394,49736,1169,35923,55161,6348,3472.86341089963,868803,60,4.55,90.56,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0207,GUNTUR,2511229,252.086311038085,34,626,1694.263858887,2483,11,16740,2186729,956110,71665,68497,5616,443.1512,7649.859527387,63939,101897,90338,157664,570,134168,224467,19223,5512.4444685,1277857,47,89.46,2.86,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0210,CHITTOOR,4494144,256.682780207996,43,1648,4523.966368552,7831,0,45215,5676899,1712903,110371,230426,13360,1022.80016,20118.3887113519,129206,198788,208743,385449,3858,267685,480526,53046,14571.6221827999,3500524,62,63.62,29.25,99.94,NA
2024-2025,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,7618003,262.899347788357,42,3723,6976.700540892,7393,1,41366,8052426,1435024,94415,317899,17398,1247.9903,29394.4662760321,187803,319470,255982,478934,6136,315410,582530,48759,21169.7754351401,4482284,51,35.34,55.42,99.94,NA
2024-2025,Oct,02,ANDHRA PRADESH,0220,PALNADU,5837265,248.623708250613,32,2142,2845.722865836,3333,4,31995,5920650,1530317,121141,528122,41160,517.14255,18083.0049983759,183398,307975,258551,463576,1962,328607,565014,35328,14720.1395825399,3167700,25,75.33,20.22,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13885322,230.860802503765,45,7276,5562.85465155,9080,1,35762,13861717,1541383,74685,389090,18071,1246.65535,38810.7811085508,302875,451480,351339,642585,5792,387168,692567,44842,32001.2711070008,9449572,49,5.29,89.27,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0207,GUNTUR,2511229,252.200743573002,34,626,1743.834421587,2507,11,16718,2187102,956318,71666,68515,5616,443.1512,7702.873128287,63943,101901,90343,157667,572,134238,224572,19225,5515.8875067,1278142,47,89.45,2.86,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,11391682,208.028905947252,40,4066,6379.436879502,4708,3,41783,11479675,2742021,201219,357917,21871,1448.90285,31709.3820383022,281793,480011,381889,726517,4030,446046,821220,46491,23881.0423088002,6548366,33,10.7,84.67,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,4920338,291.455421857055,39,2644,3185.639214605,5218,0,21728,4704532,2279735,117161,42360,2310,477.87757,17375.1303716051,119207,166845,152011,250825,4011,228861,352726,26946,13711.6135870001,2934301,40,87.12,3.14,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0218,NTR,6299684,258.472081045479,45,2337,2178.921715499,10210,2,20975,6522461,2504621,122019,519193,23304,361.54136,19399.2037575787,143170,238286,173909,318765,6183,208732,374027,31185,16858.7406820797,3816776,36,68.05,19.96,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0219,BAPATLA,5747911,266.04560789314,33,2064,2596.229702558,7396,2,32327,5443868,1925488,138896,209389,14748,495.10449,17574.5059060581,161133,274061,210407,389572,1256,265960,468648,39723,14483.1717135001,2955157,24,73.93,20.49,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0223,ANNAMAYYA,6189643,258.677972160614,48,1385,4398.923090664,8650,0,35203,6367095,1297455,67905,259444,12991,725.32385,21594.5191722038,131924,195415,200853,344471,5103,246954,412907,43853,16470.2722315398,3736808,60,43.07,48.29,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0201,SRIKAKULAM,15773206,253.661380871267,49,6503,5612.520249366,13492,1,37659,16050801,1448069,61066,1134246,39785,1820.16062,48147.3643268651,324007,467807,382423,672563,12503,435671,743301,51151,40714.6834574991,11271293,47,17.24,77.29,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13885322,230.814327109444,45,7277,5601.96292155,9544,1,35377,13881715,1545230,74688,391010,18072,1371.29791,39014.2479000507,302923,451604,351354,642608,5955,387194,692617,44921,32040.9870685007,9461747,49,5.38,89.12,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,11391682,208.068501603228,40,4065,6438.985889502,4875,3,41731,11493698,2744340,201209,359002,21875,1577.69783,31931.4489269022,281932,480273,381905,726548,4082,446048,821229,46606,23914.7652074002,6555887,33,10.81,84.54,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,7618003,262.891842569521,43,3736,7418.185965266,7687,1,41635,8121731,1446462,94415,319746,17379,1325.10291,30094.6571497059,188712,321016,256203,479392,6488,315657,583156,49322,21351.3682744399,4518807,51,35.58,55.07,99.94,NA
2024-2025,Oct,02,ANDHRA PRADESH,0221,NANDYAL,4904739,243.212691203169,34,1823,4704.198770153,8060,0,36623,5170691,1469152,111273,233242,13250,791.75552,18071.731025053,151445,253803,208099,398721,2215,261605,487201,44683,12575.7767349,3067562,47,60.09,26.89,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0201,SRIKAKULAM,15773206,253.522603663467,49,6502,5556.717089366,13448,1,37596,16029272,1445373,61062,1130024,39790,1608.85003,47803.3948420651,323959,467682,382409,672542,12223,435635,743244,51044,40637.8277226991,11256738,47,17.19,77.35,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0207,GUNTUR,2511229,251.788484416115,34,627,1743.834421587,2651,11,16592,2190885,957872,71668,68629,5616,443.1512,7703.381758387,63985,101953,90353,157678,576,134247,224588,19243,5516.3961368,1280560,47,89.38,2.86,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,4920338,290.726960950641,39,2645,3185.639214605,5460,0,21554,4719693,2286350,117169,42432,2310,477.87757,17384.9368097051,119266,166938,152040,250873,4200,228910,352796,27014,13721.4200251001,2943655,40,87.12,3.13,100,NA
2024-2025,Sep,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1146284,291.543115581811,44,213,362.14957198,1187,0,5034,1169483,90907,4337,11207,495,220.08042,3991.77716637963,26147,35953,31371,49698,804,35886,55112,6221,3409.54717439963,851398,60,4.05,91.85,99.99,NA
2024-2025,Sep,02,ANDHRA PRADESH,0211,Y.S.R,6339368,259.660286258791,44,2157,5764.963806655,3600,4,39602,6215355,1297676,79267,88597,5389,1136.58681,23040.3592016551,139943,220723,190519,353774,3922,240219,440145,43202,16138.8085850001,3974340,44,33.58,62.49,99.99,NA
2024-2025,Sep,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,9934381,259.958510945037,52,3877,16858.128822813,8463,2,61538,10271892,213127,9845,9407528,402623,660.19196,44220.9782718954,194983,344536,225126,440584,18906,241882,464483,70001,26702.6574890824,5369289,80,61.56,18.35,99.96,NA
2024-2025,Sep,02,ANDHRA PRADESH,0217,ELURU,9630380,250.487978548884,39,3216,3277.458480806,6422,3,36105,9431210,3212029,205403,1011674,53266,561.64684,27463.1526025062,237002,381540,317188,587176,3325,372441,670153,42527,23624.0472817002,5514947,50,41.4,51.38,99.94,NA
2024-2025,Sep,02,ANDHRA PRADESH,0221,NANDYAL,4797017,241.547179295608,32,1786,3510.83787738,6067,2,35815,4885379,1406939,110936,219265,13212,635.41873,15946.75177978,148203,247815,206881,396589,1232,260678,485425,41882,11800.4951724,2904071,45,61.81,28.19,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13885322,230.821640229495,45,7273,5495.25504097,7333,1,37347,13822517,1535274,74680,386421,18065,1245.0493,38645.6648013708,302749,451124,351334,642583,5562,387115,692475,44680,31905.3604604008,9424766,49,5.12,89.64,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0209,NELLORE,5621152,252.780748417246,35,1932,5500.913682377,6555,4,50269,7119077,2002789,138435,346037,29054,1058.71329,24555.283093377,198427,290560,273448,474866,1462,353424,595681,56824,17995.656121,4482134,39,41.56,48.8,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0211,Y.S.R,6440259,259.726859023804,44,2172,6950.152384072,5982,4,37679,6322805,1320993,79311,90072,5393,1288.41001,24660.585222772,140994,222406,190798,354188,4514,240700,440843,43661,16422.0228287,4046997,44,33.39,60.76,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,7618003,263.431118479911,42,3713,6975.281063592,7186,1,41255,7980433,1424433,94396,315792,17409,1234.27064,29232.4956150319,187156,318191,255817,478560,5952,315284,582165,48441,21022.9439114399,4443863,51,35.24,55.89,99.94,NA
2024-2025,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,4920338,291.537322211109,39,2641,3139.128513501,3648,0,23090,4670708,2265410,117127,41952,2305,477.87757,17233.8631150011,119015,166538,151913,250676,3764,228709,352501,26738,13616.8570315001,2914754,39,87.4,3.16,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0204,EAST GODAVARI,3488673,252.606575368718,40,1827,3405.432028961,6907,0,19673,3673905,1387616,70898,78095,3176,452.26173,13138.2193617611,89847,117581,121975,194879,1999,164037,252622,26580,9280.52560280009,2034119,54,46.64,36.85,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,4920338,291.53584973216,39,2644,3185.718256525,4967,0,21932,4703082,2279154,117160,42348,2310,477.87757,17374.7658988253,119204,166840,152004,250814,3986,228839,352699,26899,13711.1700723003,2933344,40,87.13,3.14,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,11391682,207.980347841046,40,4062,6379.436879502,4686,3,41687,11475989,2742179,201212,357602,21864,1448.90285,31696.1415699021,281809,480026,381882,726532,4024,445986,821116,46373,23867.8018404001,6546465,33,10.67,84.73,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0223,ANNAMAYYA,6189643,258.424619626878,48,1392,4398.923090664,8538,1,35083,6347336,1294051,68013,258437,13017,725.32385,21527.3258551039,131647,194943,200895,344502,5007,247003,412945,43621,16403.0789144399,3726203,60,42.94,48.43,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,10099233,249.846369849074,60,3966,9685.12742749199,9423,1,36519,10377996,1206718,45638,4205540,136214,613.00627,36227.1799665741,172450,292576,192658,373494,20451,211702,401081,45942,25929.0462690821,6041626,73,37.43,50.16,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13885322,230.81807388113,45,7275,5487.25508547,8117,1,36651,13843969,1538634,74687,387523,18072,1246.65535,38688.2930299708,302807,451269,351342,642578,5671,387138,692505,44768,31954.3825945008,9438063,49,5.19,89.45,100,NA
2024-2025,Oct,02,ANDHRA PRADESH,0207,GUNTUR,2511229,251.947229794826,34,626,1694.263858887,2472,11,16747,2185950,955633,71668,68440,5616,443.1512,7644.855528587,63931,101886,90334,157662,570,134155,224448,19219,5507.4404697,1277387,47,89.48,2.87,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,11391682,207.772326699059,40,4061,6169.369681502,4672,3,41572,11462041,2740262,201197,357249,21863,1448.90285,31433.2218044021,281702,479812,381857,726481,4007,445918,820977,46244,23814.9492729001,6538967,32,10.58,84.86,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0215,ANAKAPALLI,9609981,292.831144725357,47,3546,4950.32409695,6078,1,34743,9397075,762896,34593,377100,16734,706.52113,33174.4075201503,199127,287165,236210,386413,4930,284342,447827,40821,27517.5622932003,6358104,58,17.12,67.48,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0217,ELURU,9834366,250.249803342356,40,3232,3787.06340818,6969,3,36469,9627289,3263753,205488,1047333,53370,629.42005,28508.7552478802,238685,384613,317656,588000,3813,372999,671268,43438,24092.2717897002,5627854,50,41.87,50.48,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0219,BAPATLA,5747911,266.007770628054,33,2063,2501.425997243,6960,2,32684,5438904,1923702,138904,209109,14748,495.10449,17464.4377642431,161066,273942,210393,389560,1250,265894,468544,39644,14467.9072770001,2952425,24,73.94,20.51,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0220,PALNADU,5837265,248.624720454687,32,2142,2845.722865836,3299,4,31996,5918257,1529982,121127,527669,41158,517.14255,18077.1153378759,183371,307927,258534,463537,1961,328541,564892,35295,14714.2499220399,3166527,25,75.33,20.22,99.95,NA
2024-2025,Oct,02,ANDHRA PRADESH,0223,ANNAMAYYA,6189643,258.510252335931,48,1391,4308.567791997,8412,1,35084,6321351,1291004,68232,257803,13094,725.32385,21375.2320631369,131385,194515,201024,344686,4916,247258,413292,43496,16341.3404211399,3711800,60,42.9,48.49,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0206,KRISHNA,6104551,261.078160868492,43,2138,3048.668505448,18032,0,32011,6059235,2288203,119875,104544,5567,808.3841,19676.391906148,140833,240992,175462,322645,7909,214773,378900,50043,15819.3393007,3275450,31,83.04,6.76,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0207,GUNTUR,2511229,251.955162563115,34,626,1694.263858887,2470,11,16743,2183921,954903,71671,68413,5616,443.1512,7639.91676468701,63903,101852,90332,157662,557,134147,224436,19213,5502.50170580001,1275914,47,89.55,2.87,99.97,NA
2024-2025,Oct,02,ANDHRA PRADESH,0210,CHITTOOR,4494144,256.148950121578,43,1643,4523.966368552,7770,0,45038,5607916,1699462,110312,227119,13345,1022.80016,19911.384486252,128557,197667,208508,384987,3780,267434,480085,52808,14364.6179577,3460870,62,63.88,29.54,99.94,NA
2024-2025,Oct,02,ANDHRA PRADESH,0211,Y.S.R,6440259,259.765478965798,44,2172,6943.307711072,6504,4,37188,6327623,1321893,79313,90116,5393,1288.41001,24668.697914172,141023,222454,190799,354211,4527,240710,440892,43692,16436.9801931,4050532,44,33.3,60.44,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,10341076,260.302513657984,55,3941,24419.061306638,10213,2,61420,11071400,223840,9875,10169351,403790,839.88245,54078.076253768,198367,351775,225828,441864,23954,242897,466385,71633,28819.13249713,5789357,80,61.05,16.93,99.99,NA
2024-2025,Oct,02,ANDHRA PRADESH,0223,ANNAMAYYA,6189643,258.528796931471,48,1396,4308.567791997,8378,1,35011,6303611,1288371,68223,257444,13092,725.32385,21330.5413235369,131207,194209,200972,344583,4876,247185,413153,43389,16296.6496815399,3702110,60,42.82,48.58,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0219,BAPATLA,5747911,266.015772959264,33,2063,2501.425997243,6621,2,32971,5435377,1922893,138899,209012,14746,495.10449,17455.490627043,161003,273828,210380,389542,1245,265865,468511,39592,14458.9601398,2950602,24,73.94,20.52,99.98,NA
2024-2025,Oct,02,ANDHRA PRADESH,0224,TIRUPATI,6528234,266.024109847457,46,2337,2866.087569841,10417,5,28944,7382201,2913996,153512,585851,32641,760.90049,23265.4225572411,159913,237230,223408,397607,12734,273057,471676,39361,19638.4344974001,4815380,41,25.9,69.87,99.98,NA
2024-2025,Jan,02,ANDHRA PRADESH,0211,Y.S.R,6858858,260.261338476567,45,2198,9128.001970844,11721,2,33963,6567982,1376579,79362,93061,5375,1824.96776,28046.887594944,143340,226532,191445,355063,5455,241861,442829,45684,17093.9178641,4203384,45,30.99,47.37,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,11690470,260.808980622815,66,4185,30451.702352594,18756,2,57476,13903125,269655,9973,12807721,410995,1193.59619,67905.8971298098,208895,373144,229649,449535,46410,246445,473580,76232,36260.5985872158,7290981,80,53.03,15.02,99.98,NA
2024-2025,Jan,02,ANDHRA PRADESH,0215,ANAKAPALLI,10209094,289.196976493573,50,3607,6347.266770405,10995,0,34657,10206527,847492,34756,427427,16778,986.1241,36850.3583594052,203562,294383,237486,388034,11341,285620,449693,45652,29516.9674890002,6933677,59,16.2,58.06,99.97,NA
2024-2025,Jan,02,ANDHRA PRADESH,0219,BAPATLA,6005608,266.184302632191,35,2123,3610.593310145,12102,2,30148,5845624,2044098,139418,226273,14938,680.61061,19851.337399045,166917,284083,212146,392281,2440,267340,471035,42250,15560.1334789,3166551,26,61.2,16.58,99.97,NA
2024-2025,Jan,02,ANDHRA PRADESH,0223,ANNAMAYYA,7019092,259.219787659271,51,1506,5751.286869934,15350,0,32659,7510740,1498236,68275,292869,12914,1004.2999,26224.9110495739,145447,217461,203909,350599,9152,248956,417750,48009,19469.3242796399,4383902,61,42.88,41.06,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0201,SRIKAKULAM,16586834,252.887310688415,52,6585,9417.884577594,19228,0,41602,17074418,1581478,60704,1269619,39577,2281.87509,54878.7961634927,328218,476173,383028,670535,24948,437244,742901,60830,43179.0364958987,12016113,48,17.06,62.65,99.97,NA
2024-2025,Jan,02,ANDHRA PRADESH,0210,CHITTOOR,5450635,258.783581821159,50,1754,7892.640712738,13555,0,46964,7289465,2093567,112199,291923,13757,1433.77002,28190.3493553378,145510,227369,215577,397998,8808,273101,490399,60519,18863.9386225998,4440267,64,54.12,21.72,99.97,NA
2024-2025,Jan,02,ANDHRA PRADESH,0211,Y.S.R,6858858,260.230544940132,46,2201,9128.001970844,11763,1,34020,6611240,1387390,79389,93479,5382,1824.96776,28157.435610144,143640,227112,191548,355323,5745,242025,443207,45783,17204.4658793,4232433,45,30.85,45.88,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0218,NTR,6914534,258.53874493745,46,2358,3091.32345999,12541,2,20413,6737371,2580807,122258,535984,23288,532.33827,21042.3761551697,145140,241781,174588,320414,7205,211279,379407,32954,17418.7144251797,3936580,37,56.05,15.55,99.98,NA
2024-2025,Jan,02,ANDHRA PRADESH,0221,NANDYAL,5853900,246.530706110543,37,1960,6014.307471807,11806,2,37490,6070211,1672795,112236,278097,13472,986.02484,21965.2663525068,161476,271690,211301,404941,4449,266147,496376,49296,14964.9340406998,3591569,47,46.09,20.27,99.98,NA
2024-2025,Jan,02,ANDHRA PRADESH,0205,WEST GODAVARI,3654286,268.557284586205,33,1312,4153.589916686,7472,4,23796,3280535,951560,63673,28657,1768,604.43639,13568.1420225861,98623,141366,136350,233353,1975,180835,296679,31268,8810.11571590007,1823130,46,67.83,2.9,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0212,ANANTAPUR,8715535,262.654769574177,46,3901,10989.611306529,10557,0,44689,9295143,1647742,94731,361245,17367,1709.45291,37113.2006447692,200905,342757,258943,485165,12534,317154,587946,55246,24414.1364282402,5180328,51,31.73,42.34,99.96,NA
2024-2025,Jan,02,ANDHRA PRADESH,0202,VIZIANAGARAM,14613420,230.641976417631,47,7349,7180.102472615,13063,1,37315,14456307,1669383,74315,424989,17958,1781.5133,42303.9279544154,305397,457138,351450,640583,9867,386794,690030,50378,33342.3121818004,9849723,48,7.84,78.22,99.94,NA
2024-2025,Jan,02,ANDHRA PRADESH,0204,EAST GODAVARI,4258985,254.297583625121,46,1903,4686.291812761,8605,0,21147,4476735,1660964,71556,91486,3224,639.93797,16710.458713061,95843,126100,124667,198893,5176,165933,255722,29752,11384.2289303,2448171,54,40.41,28.41,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0207,GUNTUR,2655282,252.703591134894,34,630,1836.182300579,4087,12,16007,2246922,976674,71738,70795,5634,623.42853,8137.66341457899,64901,103333,90693,158257,658,134699,225419,20094,5678.05258399999,1318993,49,85.45,2.67,99.98,NA
2024-2025,Jan,02,ANDHRA PRADESH,0209,NELLORE,5959747,251.901662605516,39,2056,7726.120594903,15640,1,45703,8329739,2318750,140131,427984,29769,1427.46933,30136.3409566031,210763,310902,277771,482506,2579,356909,602453,61343,20982.7510317001,5231265,41,36.95,39.42,99.96,NA
2024-2025,Jan,02,ANDHRA PRADESH,0210,CHITTOOR,5450635,258.354182483121,49,1736,7892.640712738,13188,0,46301,7050778,2040255,111959,283607,13702,1433.36502,27541.9855933378,143428,223657,214647,396215,7716,272313,488997,59489,18215.9798605998,4303980,64,54.98,23.08,99.97,NA
2024-2025,Jan,02,ANDHRA PRADESH,0211,Y.S.R,6858858,260.15084599156,45,2194,9128.001970844,11764,2,33562,6539226,1371103,79364,92887,5372,1824.96776,27964.821491144,143142,226183,191384,354977,5341,241644,442420,45326,17011.8517603,4185960,45,31.19,50.45,99.99,NA
2024-2025,Jan,02,ANDHRA PRADESH,0216,KONASEEMA,5293887,291.086596770961,42,2670,4121.353818474,7903,0,22576,5159306,2487604,117198,46726,2309,691.37113,19830.773200874,121854,170705,153272,252282,7141,229431,353233,30479,15018.0482524,3210346,40,76.65,2.47,100,NA
